time,X_value,Y_value,Z_value
0.000,0.00000,0.00000,0.00000
0.000,1.35751,-1.17196,9.81024
0.012,2.04585,-1.16837,9.56124
0.047,1.84473,-1.30963,9.68574
0.084,2.14161,-1.21147,9.81383
0.118,2.04345,-1.32399,9.72525
0.153,2.16915,-1.22344,9.55406
0.188,2.10570,-1.18154,9.49540
0.224,2.50793,-1.18872,9.34218
0.258,2.54623,-1.26653,9.43435
0.293,2.68869,-1.42934,9.20810
0.328,2.94128,-1.27731,8.93157
0.364,3.21900,-0.93254,8.89207
0.398,3.09211,-1.31801,8.71609
0.433,3.89537,-0.79966,8.76876
0.468,3.69066,-0.70629,9.17099
0.504,3.73735,-0.54348,9.30147
0.538,3.77326,-0.21069,9.76475
0.574,3.56975,0.26097,9.59237
0.608,2.99155,0.31723,9.02973
0.647,3.67510,0.36152,9.51336
0.678,2.81199,0.32202,9.73602
0.715,1.11570,-0.39983,11.56519
0.748,2.63961,1.16358,11.52808
0.784,4.51307,1.02232,11.94347
0.818,3.74214,1.02232,12.92989
0.854,2.99275,1.41138,12.82215
0.888,3.35907,2.40378,12.91313
0.925,3.02388,1.88663,13.68047
0.958,3.83312,2.87185,13.79898
0.993,3.80558,2.92571,13.13579
1.028,3.63919,3.60088,12.72279
1.064,2.98318,3.82713,12.66652
1.098,2.92691,4.64954,12.06438
1.133,2.62883,5.50188,11.57716
1.169,2.27928,4.88657,9.77433
1.207,2.50314,5.04937,9.02973
1.245,1.50715,4.95480,7.87932
1.278,0.69073,4.90931,6.15789
1.315,-0.06225,4.12401,5.07331
1.347,-0.40582,3.94684,4.04500
1.385,-0.93613,3.59609,2.17633
1.418,-2.08535,3.31477,0.52553
1.453,-2.31639,3.31597,-1.06063
1.488,-3.14359,3.20823,-2.50074
1.531,-3.85706,3.47159,-3.97677
1.559,-4.37181,3.42850,-5.47434
1.601,-4.59088,3.34949,-6.47512
1.629,-5.28041,3.30041,-7.18500
1.665,-5.68623,3.62243,-8.26598
1.698,-5.98550,4.44843,-9.38766
1.733,-6.22373,4.17190,-9.71208
1.768,-6.09205,4.39575,-10.61828
1.805,-6.24408,4.53941,-10.76313
1.841,-7.34661,4.04381,-12.56118
1.874,-8.50181,4.56455,-15.01643
1.908,-10.54766,5.62877,-19.12249
1.945,-11.47182,5.17986,-22.14158
1.978,-12.11346,5.84784,-26.54092
2.013,-9.15423,1.09295,-18.41261
2.053,1.93451,-11.67293,11.76032
2.090,4.40054,-18.98482,4.40773
2.125,20.34952,-22.19784,21.24255
2.159,3.52786,9.89284,15.12776
2.194,-1.26773,21.18868,0.32322
2.234,-4.68545,5.77721,7.58962
2.268,-4.01508,13.48295,5.77601
2.307,-2.52469,8.24922,4.90452
2.338,-3.00353,10.46146,3.40455
2.374,-2.72101,11.17374,2.95804
2.408,-1.98479,8.97107,4.82791
2.448,-2.17394,7.87094,3.95043
2.478,-1.55025,7.78235,4.36104
2.514,-1.86389,7.67701,4.19344
2.548,-2.84671,8.76637,3.31358
2.584,-2.66235,8.59399,3.69784
2.618,-2.17872,8.28035,4.18267
2.653,-2.06141,8.80827,4.27964
2.688,-2.68031,8.41801,4.09887
2.739,-2.20267,8.77475,3.62722
2.772,-2.25773,8.65265,4.07852
2.798,-2.21105,8.81186,4.60525
2.828,-2.18710,8.72926,4.06057
2.865,-2.26491,8.93277,4.14197
2.898,-2.04585,8.79031,4.60046
2.935,-2.14042,8.73405,4.17788
2.974,-2.16556,8.40125,4.10965
3.007,-2.20386,8.31027,3.56736
3.045,-2.23858,7.82784,3.46321
3.078,-2.19907,7.24246,2.61926
3.116,-2.00634,5.97952,1.30245
3.148,-1.96803,5.26485,0.96726
3.184,-1.55264,3.13760,-0.01676
3.218,-0.87508,3.73855,0.22865
3.254,-0.99838,2.76171,2.77847
3.296,-3.08732,2.17274,1.09654
3.325,-1.61369,5.26246,1.79565
3.361,-3.20584,2.37146,2.54025
3.394,-3.32315,4.81833,4.55736
3.429,-2.71622,2.97958,7.02100
3.465,-2.18830,1.91416,9.05727
3.498,0.71826,0.79487,12.42591
3.534,4.61722,0.90740,15.81849
3.569,4.15753,-0.56383,17.77336
3.605,4.97156,1.38145,17.81406
3.640,4.35026,1.20428,18.86032
3.674,2.77608,0.80206,17.20713
3.711,3.18309,3.13042,15.21994
3.744,0.26097,-0.28850,14.31374
3.779,1.81361,0.13048,12.73356
3.814,2.98198,0.27533,12.37084
3.852,1.70108,-1.66517,11.79264
3.884,2.21224,-1.27850,10.74159
3.918,2.67911,-1.27012,10.60991
3.954,2.77009,-1.24139,10.32021
3.988,2.41575,-0.68953,9.34816
4.025,2.81917,-0.25259,8.79869
4.059,2.65996,-0.36751,9.04410
4.094,2.75333,-0.41180,8.81545
4.130,2.30322,-0.39265,8.72088
4.165,2.41934,-0.59735,9.01776
4.198,2.87783,-0.58897,9.04769
4.234,3.08852,-0.61411,9.47146
4.283,2.64320,-0.68714,9.26556
4.304,2.95444,-0.37589,9.70609
4.338,2.72221,-0.67038,9.83658
4.374,3.33632,-0.41899,9.75039
4.414,2.71981,-0.62489,9.67257
4.445,3.18189,-0.30646,9.95988
4.485,2.45645,-0.50278,9.26556
4.518,2.53067,-0.62608,9.70250
4.554,3.00113,-0.51116,9.83059
4.588,2.55102,-0.46328,9.44872
4.625,2.39300,-0.34836,9.39485
4.658,2.90536,-0.61770,9.47745
4.698,3.09211,-0.57700,9.62948
4.728,2.54025,-0.77333,9.31464
4.766,2.56539,-0.55545,9.22725
4.798,2.67552,-0.72185,9.65701
4.833,2.53067,-1.00796,9.58160
4.869,2.07338,-0.50159,9.45351
4.904,2.38103,-0.89423,9.95030
4.937,2.40019,-0.79128,9.56364
