time,X_value,Y_value,Z_value
2.394,2.36787,3.23337,9.47146
2.429,1.46046,4.22098,8.55807
2.465,2.23618,4.60046,9.24641
2.499,1.44849,5.35344,8.47308
2.534,-1.06063,6.30513,7.79313
2.571,-1.74058,6.27401,6.96234
2.605,-1.70467,6.42963,7.63990
2.644,-1.42096,6.73369,6.42364
2.674,-1.70228,6.76841,5.71975
2.713,-1.56222,7.07367,4.90811
2.745,-2.47800,7.01621,5.01944
2.784,-2.26611,6.80432,4.25928
2.815,-2.86227,6.77918,2.86227
2.850,-2.63602,7.03177,2.55222
2.886,-2.99275,6.70616,1.04866
2.920,-3.15197,6.33386,0.23822
2.955,-3.55659,6.24049,-1.20907
2.989,-3.68946,5.99628,-1.67594
3.025,-4.15633,5.38217,-3.19147
3.059,-4.36224,5.26844,-3.89537
3.096,-5.07212,4.71179,-4.72855
3.135,-4.99430,4.36104,-5.64672
3.165,-4.99670,3.58771,-5.05177
3.203,-5.31752,3.06937,-6.05972
3.234,-4.49272,3.02029,-6.11000
3.286,-5.51504,2.55102,-6.54455
3.305,-4.60764,2.25654,-6.95755
3.339,-5.23732,2.47680,-7.74644
3.374,-5.52701,2.71024,-8.89207
3.409,-6.54216,2.70425,-10.56441
3.445,-8.35576,2.97360,-12.55280
3.479,-8.68856,3.28844,-14.70279
3.514,-9.32182,2.65517,-14.44422
3.549,-10.66018,2.31400,-17.06108
3.585,-12.83292,2.88860,-19.62407
3.625,-16.18480,4.44364,-27.53571
3.655,-15.31331,4.40653,-29.53607
3.694,-7.45435,-8.33900,-12.44386
3.725,4.68306,-18.69632,9.94911
3.763,8.31746,-35.49763,13.46978
3.797,21.37543,-16.06390,11.02051
3.829,-0.87628,24.73689,18.89145
3.866,-1.34075,7.96311,6.83305
3.913,4.43526,10.97263,10.98939
3.940,3.42969,10.76672,7.66983
3.981,-0.04908,10.15979,5.16908
4.009,-1.90818,9.96586,4.24372
4.047,0.78769,8.39527,4.96917
4.080,-0.23822,6.55293,5.10923
4.115,-1.22104,7.12155,4.05458
4.150,-1.49398,7.32147,4.65313
4.186,-0.41659,7.71172,4.46638
4.219,-1.02711,6.82347,6.07648
4.254,-2.12605,6.42364,3.88459
4.289,-2.48159,6.12317,3.24893
4.326,-0.93853,5.30795,3.08493
4.360,-0.30047,5.42526,2.18710
4.394,-0.43934,4.69623,1.09176
4.429,-0.62728,3.71580,0.79727
4.472,-1.09894,3.94804,0.22505
4.500,-1.43173,2.75213,1.57778
4.539,-0.67636,2.51271,2.81558
4.569,-0.95888,2.08774,6.11719
4.606,-3.37702,0.17957,7.46273
4.650,-5.47793,-1.07739,9.51935
4.686,-9.77193,-4.11803,10.19451
4.719,-10.96185,-4.73094,11.19170
4.761,-6.03339,-3.93966,14.83088
4.795,-2.74974,-5.78080,14.53400
4.846,-1.04986,-4.81953,15.68202
4.874,-0.64643,-5.66348,15.60660
4.909,-2.74136,-4.54180,15.14452
4.945,-4.22457,-3.67271,13.90073
4.979,-5.61201,-4.30477,12.50252
5.015,-4.49631,-4.10127,12.52646
5.049,-3.03226,-5.60123,11.87404
5.086,-2.81678,-4.93565,10.77630
5.123,-2.01951,-4.74650,10.43633
5.154,-1.35512,-3.91572,10.00776
5.189,-2.40498,-3.75171,9.05607
5.226,-1.93571,-3.04902,7.77756
5.260,-1.18872,-2.97360,8.57244
5.295,-1.07380,-2.59771,8.25640
5.332,-0.88585,-2.37146,8.08761
5.365,-1.89262,-2.42293,9.01656
5.399,-2.48877,-3.06338,8.70651
5.435,-1.77650,-2.20386,8.74003
5.470,-2.16915,-3.16513,9.66779
5.506,-1.19710,-2.36188,9.53611
5.539,-0.69073,-2.07936,9.89404
5.574,-0.41899,-1.92015,9.28471
5.619,-0.48004,-0.84276,9.75877
5.645,-0.90022,-1.90938,9.76595
5.680,-0.76854,-1.28449,9.78750
5.721,-0.22266,-1.50595,9.63187
5.749,-0.11971,-1.24977,10.01495
5.787,-0.21787,-1.44011,9.61152
5.822,0.51356,-0.92177,9.35893
5.854,0.49321,-1.16119,10.37886
5.890,0.19273,-1.34674,9.62589
5.926,0.55665,-0.66679,10.00297
5.959,0.42497,-0.71946,10.31901
5.995,0.30287,-0.57581,10.27711
6.030,0.49919,-0.05028,9.86172
6.065,0.60334,-0.69312,10.17416
6.101,0.30047,-0.40701,9.45710
6.134,0.59735,-0.57940,9.80186
6.169,0.26695,-0.85114,10.35732
6.213,0.24541,-1.04148,9.35654
6.240,0.83318,-0.10774,10.49259
6.275,0.31723,-1.14563,10.13346
6.312,0.76136,-0.29209,10.00896
6.345,0.64045,-0.61770,10.24958
6.386,1.07260,0.02155,9.62469
6.420,0.83797,-0.53271,10.17057
6.455,1.01155,0.21428,9.67018
6.489,1.19590,0.25019,9.92037
6.525,1.36230,0.40103,9.15782
6.574,0.69432,0.32082,8.98664
6.595,-0.20590,0.29329,8.82982
6.636,1.72502,-0.09098,9.74320
6.667,2.74016,-0.65721,10.87327
6.702,0.76136,-0.84635,10.17536
6.734,1.49039,-0.31364,9.94671
6.769,1.64003,-0.53151,10.16578
6.805,1.54905,-0.47525,9.84496
6.839,1.43772,-0.44532,9.73842
6.875,1.84234,-0.71108,10.46625
6.909,1.07380,-0.87508,10.22085
6.946,1.19830,-0.67038,10.29028
6.979,1.32639,-0.62489,9.76834
7.014,1.18633,-0.43574,10.27591
7.055,0.04788,-0.63805,8.16423
7.084,3.17830,-0.26695,10.42555
7.121,0.88107,-0.05626,8.63110
