time,X_value,Y_value,Z_value
3.792,0.43814,-5.89213,14.68244
3.831,2.21344,-8.12592,16.64210
3.871,2.25175,-8.62391,18.07143
3.911,3.42730,-8.33541,16.40986
3.951,4.53222,-8.52815,15.99686
3.993,2.34392,-8.48266,14.62259
4.031,0.65362,-7.72968,11.28268
4.072,2.37864,-6.16148,11.86327
4.111,-0.44293,-7.01142,10.43752
4.145,0.16999,-6.00346,9.63546
4.181,0.43574,-6.26922,10.25915
4.220,3.38540,-5.82390,9.75398
4.262,3.79002,-6.61278,8.02776
4.293,4.23774,-6.04177,7.78355
4.331,3.60088,-5.52941,6.75045
4.371,3.58771,-5.13317,5.99867
4.412,3.90734,-5.01585,6.43322
4.451,3.65595,-5.06972,6.05015
4.491,4.06895,-5.49948,6.49068
4.531,4.58490,-6.19380,6.77918
4.571,4.26647,-5.99269,6.53617
4.612,4.18626,-5.86939,6.41646
4.644,4.23893,-5.91966,6.91805
4.681,3.80678,-5.75925,7.05811
4.721,3.20105,-5.65391,7.01142
4.765,3.37463,-5.71855,7.42681
4.795,3.41413,-5.80714,7.65187
4.845,3.44526,-5.78679,7.12395
4.881,3.87980,-5.86460,6.90967
4.922,3.89058,-5.81432,6.86657
4.951,4.06057,-5.68144,6.58765
4.991,4.33829,-5.66468,6.38055
5.024,4.27604,-5.54976,6.46075
5.061,4.69024,-5.64074,6.55293
5.102,4.74770,-5.60842,6.45357
5.141,4.56574,-5.71257,6.47871
5.195,4.66271,-5.69341,6.39252
5.213,4.73094,-5.85143,6.78158
5.256,4.58609,-6.17105,6.93002
5.291,4.49631,-6.13993,6.82587
5.334,4.94881,-6.50744,7.62673
5.371,4.32752,-6.60800,7.57885
5.411,3.50272,-6.22014,6.65468
5.460,4.29759,-5.68264,6.89051
5.490,4.00670,-5.68982,8.09599
5.531,5.35463,-5.20859,7.79432
5.571,2.77249,-4.45800,6.99945
5.611,2.82636,-4.92128,7.99065
5.651,3.83551,-4.95600,8.11634
5.691,3.35667,-4.74531,7.07726
5.730,3.47399,-4.84706,7.49744
5.772,3.48476,-4.65193,7.25922
5.814,3.22978,-4.51307,7.02459
5.850,3.26090,-4.46279,7.92361
5.891,2.99155,-4.44484,8.09360
5.931,3.18070,-4.47357,8.41323
5.971,3.11127,-4.33949,8.48385
6.012,2.83833,-4.16352,8.62990
6.051,2.97240,-4.26168,8.59518
6.088,2.71862,-4.25450,8.62990
6.122,2.68869,-4.35625,8.39168
6.181,2.39660,-4.13239,8.11754
6.201,2.55461,-3.91093,7.68060
6.241,2.74974,-3.81157,8.40006
6.281,2.73178,-4.26048,8.30788
6.313,2.25175,-4.15274,8.42400
6.350,1.92853,-3.91811,8.91002
6.391,2.07577,-4.13957,9.12071
6.440,2.24816,-4.15394,9.15064
6.464,2.34991,-4.14197,9.34936
6.504,2.07338,-4.11324,9.45590
6.541,1.48560,-3.81755,8.76757
6.582,1.58975,-3.59489,8.89925
6.621,1.22224,-3.55539,8.69095
6.663,1.38983,-3.61884,8.91002
6.701,1.38505,-3.59489,8.91840
6.749,1.38505,-3.49434,8.99741
6.781,1.95846,-3.53264,9.32063
6.821,1.00078,-3.40934,9.11592
6.860,1.30723,-3.41533,9.13508
6.891,1.28209,-3.65714,9.42956
6.938,1.41378,-3.31836,9.12550
6.965,1.07260,-3.25851,9.27873
7.011,0.99958,-3.14239,9.26197
7.051,1.03070,-3.44885,9.13747
7.090,0.90501,-3.30520,9.23563
7.131,1.92015,-3.40216,10.22444
7.163,1.55863,-3.49913,9.40562
7.201,0.18675,-2.86586,8.80827
