time,X_value,Y_value,Z_value
5.274,2.40737,-8.18817,4.84946
5.315,2.79044,-8.58561,4.89973
5.346,2.26970,-8.25281,5.35463
5.380,2.09373,-8.29351,4.55018
5.414,2.28287,-7.77637,4.43885
5.450,2.55940,-8.28753,5.03620
5.486,2.38343,-8.25401,4.90452
5.531,2.58454,-8.92199,5.34625
5.554,2.92691,-9.69412,5.45040
5.596,3.27048,-9.48343,6.35780
5.626,3.64757,-10.16578,7.00424
5.664,3.41413,-10.22564,6.99825
5.694,4.11803,-9.87488,7.19218
5.731,3.99353,-10.23402,7.90925
5.766,4.21619,-10.33337,7.89847
5.801,4.85544,-10.71645,8.09120
5.835,4.75608,-10.98579,7.96311
5.872,4.72975,-10.35373,7.60758
5.905,4.51786,-9.81383,7.15387
5.940,4.43885,-9.53850,6.78397
5.974,4.11324,-9.17698,6.71334
6.018,3.54102,-9.24042,6.67384
6.046,3.80678,-9.21768,6.92882
6.086,3.42012,-8.76996,6.77200
6.114,2.99874,-8.61553,6.57208
6.154,2.67552,-8.17740,6.62715
6.186,2.52109,-7.88411,6.47871
6.220,2.23379,-7.31189,5.70538
6.260,1.96803,-6.69299,5.95677
6.294,1.84114,-6.39731,6.58645
6.329,0.99240,-6.52540,6.55293
6.386,0.47166,-6.02381,5.99748
6.409,0.37350,-5.62637,5.84185
6.445,0.89304,-5.14753,5.98790
6.480,1.13126,-5.17866,6.52420
6.520,0.80206,-4.48195,6.87854
6.554,1.30843,-4.49990,6.62835
6.590,1.91416,-3.68468,6.60919
6.626,1.29287,-3.30280,7.42921
6.660,0.96606,-3.43688,7.35020
6.695,1.46405,-2.50194,6.89291
6.730,0.53151,-3.23217,8.10198
6.766,0.03472,-3.49913,8.22767
6.818,0.66080,-2.53307,8.25760
6.835,0.15802,-3.68228,9.27633
6.874,-0.17238,-2.79523,9.02614
6.909,0.55785,-2.72340,9.02135
6.946,0.31723,-3.57454,9.31943
6.980,0.54229,-2.87065,9.14346
7.014,0.30646,-3.04303,9.02494
7.050,0.97085,-2.50793,9.55167
7.086,0.21907,-3.14000,9.43555
7.120,0.50637,-2.40617,9.16141
7.155,0.79009,-2.70305,9.88087
7.189,-0.32561,-3.02627,9.40562
7.227,0.24301,-1.99078,9.38766
7.270,0.20949,-2.71862,9.48702
7.294,0.36033,-2.61327,9.83059
7.330,0.07422,-2.62883,9.44273
7.372,0.42377,-3.01789,9.67617
7.400,0.62489,-2.69467,9.71687
7.434,0.45610,-1.88065,9.62948
7.470,0.59975,-1.85551,9.31943
7.506,0.69432,-2.26013,9.49421
7.540,0.90501,-2.01831,9.85334
7.574,0.22984,-2.17394,9.15662
7.608,2.36068,-1.53468,9.60554
7.645,1.32998,-2.18351,9.56244
7.679,2.34273,-1.92494,11.60948
