time,X_value,Y_value,Z_value
5.112,3.76009,-3.00353,14.58787
5.147,1.40061,-5.85622,13.28662
5.183,2.13683,-2.73538,12.51928
5.217,2.96163,-1.11570,13.30578
5.257,0.84994,-4.01268,11.88841
5.291,2.38822,-3.44166,11.64540
5.340,3.00353,-3.83312,10.28310
5.362,2.62764,-2.94846,8.69574
5.401,3.20105,-2.75573,8.67659
5.435,2.41814,-2.68510,8.83341
5.468,2.61806,-3.49553,9.60314
5.502,3.08253,-3.82713,9.65462
5.543,2.18950,-3.19865,9.06684
5.578,2.03747,-2.38343,8.91242
5.612,2.21703,-2.33674,9.14106
5.647,1.32399,-1.94289,8.86812
5.683,1.72502,-1.65080,9.03452
5.717,1.16119,-1.77650,8.94713
5.755,1.29047,-1.42335,8.68138
5.787,1.69270,-1.35512,8.92918
5.824,1.23541,-1.50116,8.87770
5.857,1.28928,-1.34195,9.06564
5.892,0.96127,-1.27132,9.54449
5.927,1.29047,-1.33118,9.86770
5.963,0.66080,-1.25456,8.94593
5.997,1.27731,-0.86550,9.53371
6.040,1.15520,-1.27132,10.58237
6.077,1.60292,-0.82720,9.97185
6.111,1.31561,-0.94332,10.09755
6.155,1.48081,-1.13126,10.63145
6.183,1.18752,-1.08577,10.11550
6.224,1.38385,-0.73741,9.47625
6.252,1.32040,-0.85952,9.50259
6.288,1.19710,-0.86431,9.61272
6.327,1.35751,-0.90980,9.89045
6.356,1.54187,-0.84396,9.97664
6.380,1.24020,-0.98521,10.26394
6.419,0.52672,-0.79128,9.75039
6.459,0.76016,-0.56503,9.66180
6.488,1.22224,-0.78889,10.62547
6.524,0.81762,-0.77572,9.75039
6.561,0.60573,-0.69671,9.74679
6.594,0.92416,-1.01394,9.78989
6.629,0.89184,-0.61292,9.72525
6.664,1.19471,-0.74340,9.73961
6.699,1.48321,-0.58538,9.92157
6.733,1.20309,-0.65721,9.30507
6.768,1.08338,-0.71587,9.78630
6.804,1.34434,-0.81762,10.10593
6.839,1.29646,-0.54947,9.73123
6.884,1.45567,-0.52672,9.86411
6.918,1.63165,-0.55785,10.04607
6.943,1.40779,-0.66319,9.95509
6.981,1.24858,-0.74939,9.92397
7.019,1.51433,-0.71706,9.80545
7.055,1.43652,-0.74699,9.82341
7.088,1.11330,-0.73622,9.69173
7.124,1.45687,-0.81403,9.73722
7.159,1.50236,-0.96247,9.84975
7.195,1.45687,-0.86072,9.77074
7.239,1.47124,-0.81762,10.00657
7.265,1.57658,-0.88705,10.07360
7.310,1.32399,-0.77931,9.85813
7.334,1.33836,-0.78171,9.82461
7.375,1.09176,-0.76136,9.93354
7.404,1.42455,-0.86431,9.89643
7.442,1.35272,-0.72185,9.85214
7.474,1.32998,-0.76734,9.66300
7.509,1.43772,-0.66679,9.58040
7.545,1.60771,-0.83318,9.90002
7.579,1.66876,-0.88705,9.84975
7.615,1.59334,-0.62369,9.85453
7.649,1.58855,-0.79727,10.01135
7.684,1.68672,-0.52194,10.05804
7.727,1.69150,-0.51236,10.08318
7.754,1.27132,-0.50877,10.04368
7.798,1.30005,-0.25139,9.84975
7.824,1.55264,-0.38068,10.16578
7.864,1.53229,-0.44053,9.85813
7.894,1.52630,-0.29928,10.02931
7.928,1.04986,-0.37589,9.85214
7.965,1.55863,-0.10175,9.75398
8.004,1.41976,-0.15443,9.39724
8.040,1.27132,0.01197,9.36612
8.086,1.72383,0.13527,9.67976
8.108,1.51074,-0.13647,9.71926
8.157,1.68193,0.05626,9.88805
8.182,1.48680,-0.21308,9.99340
8.218,1.37188,-0.12450,9.80186
8.248,1.38983,-0.02993,9.86172
8.297,1.32399,-0.01556,9.83299
8.334,1.40061,0.10894,9.95509
8.358,1.46645,-0.17119,9.92277
8.389,1.49638,0.05387,9.89164
8.425,1.71545,0.00359,10.28070
8.459,1.52271,-0.20710,10.18613
8.496,1.60651,-0.08859,9.89284
8.544,0.36033,-0.47405,9.72644
8.569,5.05775,0.81882,10.94749
