time,X_value,Y_value,Z_value
2.279,-2.39899,2.90417,-2.68629
2.318,-3.25013,3.02268,-4.39935
2.347,-3.42251,2.73777,-5.79995
2.385,-4.50708,2.40857,-7.30471
2.419,-5.52582,2.61327,-9.54449
2.465,-6.97551,2.64799,-12.99812
2.499,-9.07402,2.76889,-16.08425
2.541,-10.43034,3.42850,-19.02912
2.567,-11.75912,4.12641,-21.50951
2.602,-11.86447,5.40491,-24.03539
2.638,-11.75553,5.51026,-24.27361
2.673,-9.13029,-0.41300,-15.79215
2.707,3.61764,-12.83172,9.57082
2.743,5.62637,-21.26410,1.12767
2.779,24.28199,-18.87948,13.67568
2.813,4.27964,14.85842,20.33874
2.847,-3.11486,13.57034,11.98537
2.883,1.50356,4.40174,7.24366
2.919,5.10204,10.45907,8.52695
2.954,0.79847,6.55772,5.12838
2.987,0.88466,10.40640,5.18584
3.023,1.07739,7.48068,5.26246
3.059,1.54426,8.21211,4.82910
3.093,0.33160,7.95114,4.01986
3.127,0.46926,8.82144,3.86664
3.171,1.02831,8.57124,4.89734
3.202,-0.39265,8.99621,2.81199
3.239,0.30765,8.82263,3.66672
3.273,-0.61172,8.92199,3.98754
3.308,-1.22104,9.34816,2.52588
3.348,0.02753,9.21049,4.18147
3.384,-0.93494,8.66701,3.72897
3.419,-0.63087,8.97586,3.02507
3.454,-0.03711,9.22246,3.19746
3.487,-0.53271,9.33499,3.63081
3.528,-0.00239,9.31464,3.40575
3.563,-0.01437,8.28633,3.35907
3.600,-0.26935,8.11754,2.94128
3.639,-0.14126,7.79911,2.66475
3.674,-1.07619,7.34541,2.57257
3.707,-1.37188,5.59884,1.70946
3.743,-1.79565,3.04902,0.35793
3.779,-1.51553,2.59771,-0.03112
3.813,-1.74777,0.76136,-0.30047
3.856,-2.09612,0.65841,-1.09654
3.883,-0.82001,2.96163,-0.61172
3.944,-0.89423,2.52109,1.11570
3.970,0.37469,4.50469,1.56581
3.992,-1.03789,5.32710,4.79798
4.023,-0.48363,5.06852,4.64475
4.066,3.08014,1.29766,11.90637
4.092,3.56018,-2.48518,14.77582
4.127,1.76812,-6.32907,18.41500
4.163,4.74291,-7.24246,22.49113
4.199,5.69700,-8.80228,24.70816
4.234,5.14634,-5.71496,23.34826
4.267,3.37702,-4.33949,20.07059
4.303,2.91374,-5.65032,17.59738
4.346,2.69348,-1.63404,14.85123
4.373,1.73939,-2.97480,14.49569
4.413,2.39540,-3.19985,12.67850
4.447,1.86029,-3.86304,12.16254
4.483,2.20506,-3.53145,10.74637
4.519,3.20703,-2.85149,10.12867
4.553,2.00874,-1.69988,9.14705
4.587,2.28527,-1.36589,9.09557
4.623,0.65122,-0.73622,7.41963
4.659,0.60454,0.51595,7.48547
4.705,0.22386,0.01437,7.59082
4.727,-0.22505,0.72784,6.57328
4.766,0.90022,1.01873,7.56448
4.799,0.56024,0.71706,8.39527
4.838,0.28730,1.18274,7.62074
4.867,0.40342,2.04704,8.45153
4.903,0.13048,1.71545,8.88009
4.938,0.52074,2.27449,8.80228
4.978,-0.33399,2.53187,8.40485
5.010,-0.21189,2.54743,9.30746
5.043,0.20949,2.82037,9.28711
5.079,0.13168,2.63362,10.05445
5.113,0.31603,2.42892,9.61392
5.148,-0.03472,2.73418,9.91918
5.197,0.40462,2.43011,10.28190
5.220,-0.05267,2.35470,9.64983
5.260,0.33279,2.51870,9.61751
5.287,-0.15443,2.25773,10.05206
5.325,0.21428,2.31280,9.76954
5.359,0.34596,2.49835,9.81264
5.395,0.49560,2.23140,10.32380
5.427,0.35314,2.27449,9.94192
5.464,0.48243,2.30921,9.65103
5.499,0.38068,2.18830,9.58279
5.533,0.18914,2.25175,9.59357
5.568,0.53750,2.03507,9.63068
5.603,-0.14964,2.34751,8.38809
5.638,1.05465,1.96564,9.53012
5.672,0.48004,1.93451,10.17296
