time,X_value,Y_value,Z_value
3.389,-11.24317,0.98881,-16.12136
3.434,-12.36725,1.58257,-19.30325
3.465,-11.20247,0.90381,-20.20467
3.503,-16.06150,3.23816,-30.93668
3.535,-9.52174,-4.63517,-19.85033
3.575,-0.11133,-15.86637,4.13000
3.605,5.83228,-24.33347,13.84088
3.641,7.56687,-33.56072,18.31564
3.675,11.85609,6.04895,19.58098
3.709,7.76320,13.01488,14.18086
3.745,9.61511,6.36020,6.65588
3.782,5.80474,7.29633,9.65103
3.816,1.09894,7.72369,4.17309
3.857,0.78530,9.08480,3.96839
3.885,1.86748,8.21211,4.65074
3.921,2.48518,8.69813,4.11563
3.956,0.72065,7.99663,3.60447
3.992,0.83438,8.56645,2.48279
4.025,1.51553,9.81862,3.93846
4.063,1.26294,8.56167,3.65475
4.096,1.05105,9.17099,3.28365
4.136,0.06225,8.91242,3.59609
4.170,0.47764,8.23965,3.72179
4.207,1.29407,8.07444,4.26407
4.243,1.10253,8.78792,4.27126
4.275,1.51673,9.22486,4.63996
4.310,1.53708,9.79947,4.98353
4.346,1.29646,8.65624,5.64792
4.381,1.63763,8.63948,5.48512
4.415,1.69869,8.29112,4.86741
4.450,2.01592,8.59638,5.32590
4.490,2.10570,8.81665,5.07810
4.522,1.61249,8.59040,5.18824
4.562,0.92656,8.22528,4.73334
4.590,1.36230,8.63948,4.31914
4.625,1.08816,8.31147,4.88178
4.662,0.25379,7.29753,3.24534
4.706,-0.04310,5.10085,1.82199
4.748,-0.33399,2.13802,0.25498
4.775,-0.87269,1.10253,-0.26217
4.819,-0.33519,1.86748,0.58658
4.846,-0.56623,-0.58778,1.35033
4.883,-0.99479,1.47243,2.55701
4.916,-2.19309,2.42772,2.48518
4.951,-0.12450,4.87220,2.69827
4.996,0.20949,6.18183,5.54617
5.036,1.62327,4.94283,8.25281
5.062,2.56539,2.77368,11.36767
5.115,1.54306,0.54827,14.04678
5.135,3.37343,-3.79601,16.52957
5.170,5.73770,-4.52145,19.72942
5.206,4.20901,-7.32626,20.42374
5.242,3.49673,-7.95354,17.91102
5.276,6.14472,-5.27802,16.88870
5.316,3.86185,-7.34661,14.34366
5.350,3.68228,-5.35583,10.75116
5.385,3.40575,-4.91051,10.00776
5.422,2.96642,-4.67827,8.83221
5.463,3.83551,-3.92529,8.45991
5.495,4.16831,-5.28520,9.63307
5.530,4.70101,-5.07092,9.32661
5.565,4.37899,-4.86382,9.24880
5.602,4.50589,-5.55096,9.04889
5.638,4.44843,-5.44082,9.10874
5.675,3.75531,-4.85903,8.51618
5.710,3.79481,-4.78122,7.99783
5.745,3.58771,-4.49631,7.83622
5.782,3.64038,-4.26527,7.97030
5.815,2.95923,-4.05937,7.63750
5.850,2.61327,-4.16112,7.77397
5.885,2.97480,-4.05578,7.79791
5.928,2.94008,-3.82354,8.34738
5.955,2.58694,-3.38420,7.99783
6.000,2.35709,-2.93290,8.06008
6.026,2.47082,-2.82995,9.18057
6.065,2.42533,-2.51271,8.97706
6.096,2.61327,-1.92973,8.69574
6.130,2.75213,-2.11528,8.94354
6.165,2.17753,-1.70707,8.76996
6.202,2.24816,-1.99676,8.87770
6.236,2.57856,-1.97402,8.87411
6.270,3.37463,-1.91416,9.57441
6.305,2.82157,-1.57179,9.19852
6.342,3.24295,-1.70587,9.19493
6.377,3.04423,-1.70707,9.71806
6.421,2.59292,-1.75375,9.24521
6.450,3.02029,-1.75734,9.19972
6.489,2.75692,-2.00514,9.44034
6.521,3.02867,-1.73460,10.09156
6.554,3.54102,-2.29963,9.97664
6.589,2.50553,-1.56820,8.84897
