time,X_value,Y_value,Z_value
3.518,-2.51990,9.31344,4.00670
3.551,-2.26851,9.34696,4.53821
3.587,-2.20147,9.42238,5.39533
3.621,-3.05859,8.63948,4.91171
3.658,-2.36667,8.01100,5.10444
3.692,-2.39420,8.35098,4.65912
3.727,-2.39300,8.71849,5.07810
3.761,-2.57018,8.72327,4.76207
3.799,-2.90776,7.77517,4.55257
3.842,-2.67911,7.20296,4.49751
3.867,-2.96522,5.55934,3.14838
3.901,-2.27329,3.47399,0.95409
3.938,-1.24259,2.09732,0.42138
3.971,-1.61249,1.90219,0.49081
4.007,-2.06739,1.43293,-1.67115
4.042,-1.73939,1.83875,-1.05225
4.078,-3.02148,3.23935,1.64601
4.111,-2.07338,3.00712,2.17633
4.146,-1.96325,4.24731,4.92368
4.181,-1.89980,4.91410,5.11880
4.217,-1.41138,3.69545,9.72046
4.251,-0.59256,2.50793,10.63864
4.287,2.11647,2.95325,15.50964
4.330,3.60686,-0.03472,17.62252
4.357,3.84030,0.97085,19.46366
4.392,3.87980,-0.11013,18.68196
4.434,1.96684,1.41497,18.91060
4.467,3.13760,-0.74340,18.44254
4.501,1.78607,-1.07859,17.07545
4.538,1.37786,-2.06021,14.77941
4.571,1.31442,-2.41695,12.56597
4.606,1.31083,-2.43969,11.02290
4.641,1.16478,-2.75333,9.57920
4.682,1.64242,-2.14880,7.92840
4.712,1.95606,-3.14478,8.99262
4.759,1.64601,-2.44448,8.57962
4.782,1.80044,-2.02071,8.63828
4.819,1.75016,-2.07697,8.63589
4.851,1.67474,-1.74418,9.33978
4.887,0.67397,-1.99198,9.24401
4.922,1.47842,-1.42814,9.39724
4.958,1.26174,-2.03148,10.24239
4.992,0.96606,-1.56581,9.67138
5.027,0.79607,-1.71664,9.42118
5.061,1.61728,-1.64601,9.75398
5.110,1.42216,-1.99676,10.11909
5.131,1.20668,-1.97761,9.74560
5.173,1.40540,-1.89381,9.97185
5.201,1.49638,-1.72981,9.99819
5.242,1.08577,-1.64960,9.46428
5.271,1.27012,-1.65559,9.51097
5.318,1.09894,-1.93811,9.88925
5.351,0.93613,-1.81121,9.72764
5.378,1.13844,-1.59454,9.76715
5.412,0.92536,-1.80164,9.55646
5.456,1.17795,-1.74537,10.14902
5.481,0.63087,-1.93811,9.35654
5.518,0.92057,-1.82199,9.75996
5.553,0.38307,-1.71185,10.26514
5.592,1.88065,-1.77769,9.95509
5.626,0.76495,-1.57299,8.63229
