time,X_value,Y_value,Z_value
2.746,-10.06522,10.46386,-15.90229
2.779,-11.08635,11.12586,-15.65449
2.813,-7.86735,7.31788,-13.26627
2.849,-0.40582,-1.74058,14.23832
2.885,7.84221,-11.81539,10.17057
2.919,-7.70574,-10.20169,2.13204
2.954,12.12783,-0.05507,14.58667
2.989,8.92199,9.29309,8.03614
3.025,-0.65721,11.14501,4.94163
3.059,5.31752,4.69144,8.82383
3.094,1.33477,7.41843,4.55497
3.129,4.83748,9.14705,4.81115
3.170,2.59531,7.66983,4.56933
3.205,0.17119,8.50899,3.13401
3.239,2.22541,7.36935,4.39575
3.273,1.87346,8.31387,3.68109
3.313,2.18471,8.85974,4.25928
3.349,2.57736,7.90565,4.32872
3.385,2.45765,7.56448,4.26168
3.418,2.03747,7.48906,3.97318
3.453,3.22260,8.11994,4.18626
3.502,1.62327,8.77954,5.39533
3.525,1.42694,9.24760,4.07493
3.563,2.93529,8.61793,4.52863
3.593,3.20823,9.59955,5.63834
3.629,1.89381,10.13944,5.52342
3.665,2.23140,8.77236,5.16429
3.699,2.43011,7.50941,6.33865
3.733,2.15119,7.68419,5.74369
3.769,2.62883,8.02058,6.81390
3.817,2.04465,8.17859,5.93882
3.839,1.39821,8.77116,5.86220
3.873,1.49518,7.82665,5.80833
3.909,2.47680,7.89967,6.05853
3.946,1.72263,7.78355,6.12437
3.984,1.60292,8.32703,5.22535
4.013,1.10971,8.64786,5.21218
4.049,1.22224,8.40125,5.23971
4.085,0.53870,8.32105,5.40730
4.118,0.81642,8.54730,4.60884
4.153,1.01394,8.01818,5.26246
4.189,0.83079,7.97868,4.97994
4.225,0.38427,7.67940,4.42927
4.258,0.09218,7.44118,3.57933
4.293,-0.55067,5.37738,2.17394
4.328,1.66277,0.71706,1.59933
4.366,2.11288,-1.88184,4.68904
4.412,0.69192,0.79847,2.59771
4.439,-1.16238,1.97163,1.64003
4.485,-1.24738,5.57729,0.87029
4.519,-3.36984,5.65391,0.83199
4.565,-1.72383,8.54969,2.08774
4.588,-2.94367,6.16387,4.27485
4.626,-3.28245,6.93481,9.81264
4.665,-3.24654,3.57694,14.31014
4.700,-0.99000,4.65792,15.51443
4.733,-1.32519,2.74495,19.57020
4.773,-0.92177,-0.46807,16.31409
4.809,-1.11091,-1.22583,15.73230
4.846,1.01035,-5.57011,14.87996
4.878,2.03148,-5.07331,13.86123
4.913,1.14922,-4.15993,10.81221
4.949,2.53426,-3.16035,12.33732
4.985,2.21823,-3.84748,11.82855
5.019,1.48201,-2.30921,10.39921
5.054,1.37068,-2.03627,10.29986
5.089,1.53588,-1.98000,10.31662
5.125,1.75734,-1.55025,9.55885
5.159,1.18154,-2.12485,9.89284
5.207,1.56940,-2.16795,10.07241
5.229,0.97205,-2.37984,9.72046
5.266,0.86790,-2.11528,9.91559
5.299,0.85473,-1.90100,9.64145
5.332,1.04028,-1.89501,9.56723
5.369,0.78769,-1.85790,9.31344
5.405,0.75178,-1.94888,9.56962
5.439,1.20069,-1.87945,9.58878
5.473,1.17555,-1.59454,9.82102
5.508,0.85234,-1.51673,9.42118
5.547,0.95648,-1.27252,9.38168
5.585,1.25456,-1.27252,9.77313
5.619,0.47405,-1.66038,9.61272
5.653,0.36152,-1.42455,9.38766
5.690,3.19506,-1.55623,10.51773
5.724,-1.32998,-2.11887,8.51139
5.758,0.38547,-1.01754,9.50618
5.793,1.46765,-1.49398,10.64821
5.828,1.16717,-1.78967,9.99579
5.865,0.51595,-1.12527,9.36013
5.899,0.83318,-1.59214,9.63307
5.933,1.83156,-1.90698,9.91319
5.968,1.01873,-1.65080,9.84975
6.004,1.20069,-1.52511,9.68814
6.039,1.26534,-1.56581,9.84256
6.073,1.15760,-1.45927,10.10832
6.109,1.22583,-1.46286,9.60554
6.145,1.03310,-2.09971,10.34415
6.179,1.21266,-1.35272,9.76116
6.212,0.70270,-1.37786,10.01375
6.249,3.12324,-2.14281,10.93911
