time,X_value,Y_value,Z_value
3.723,-1.07141,4.07613,0.02514
3.757,-2.18710,5.27562,4.09887
3.792,-2.44089,4.13718,1.47243
3.827,-0.63686,7.48068,4.68066
3.863,-1.71904,4.53103,3.82953
3.896,-0.17597,8.17500,6.12676
3.933,-2.75453,4.59328,6.21654
3.966,-2.71143,5.44681,5.98910
4.002,0.02993,6.34104,8.79749
4.037,-0.56024,2.75932,9.56244
4.081,3.21781,3.93846,8.92080
4.111,1.99796,0.34836,10.43752
4.146,2.03747,-2.68390,12.08114
4.182,5.42287,-1.62207,14.19163
4.217,3.15915,-4.94881,15.24269
4.251,5.94001,-3.48955,16.94377
4.287,4.90333,-4.63637,16.80011
4.323,5.45639,-2.23379,16.01242
4.362,2.12845,-4.10366,15.98130
4.405,1.59214,-2.34153,14.25029
4.431,2.36068,-2.76650,13.81335
4.473,2.43849,-1.95846,12.61265
4.503,2.76889,-2.76291,10.90559
4.537,3.33033,-3.07894,10.32021
4.576,3.23935,-3.39618,9.60554
4.611,3.82833,-3.74573,8.85735
4.646,3.55659,-3.62722,8.85974
4.683,3.14478,-3.52905,8.41323
4.716,2.65637,-3.29682,8.17620
4.756,2.13922,-2.91015,7.73327
4.786,2.49835,-2.63003,8.28992
4.834,2.27329,-2.18830,7.94157
4.858,1.98958,-1.85790,8.36175
4.898,1.90459,-1.66158,8.86333
4.931,1.79685,-1.41737,9.18057
4.967,1.35871,-1.08577,9.10635
5.002,1.39941,-0.86311,9.49780
5.038,1.46765,-1.01993,9.92636
5.071,1.75016,-1.05345,9.85214
5.113,1.58257,-1.14682,9.81982
5.142,1.84114,-0.91937,9.53491
5.183,2.00395,-0.71347,9.66420
5.211,1.81720,-0.80804,9.65103
5.250,1.78847,-0.75776,9.84975
5.283,1.84114,-0.78650,9.56124
5.325,2.13922,-0.70749,9.43794
5.356,1.71545,-0.75417,9.47386
5.397,2.39899,-0.62489,9.53012
5.431,1.76932,-0.70509,9.76355
5.472,1.98479,-0.37948,9.78151
5.502,1.35632,-0.61890,9.98143
5.538,1.05584,-0.62249,8.34260
5.570,2.59651,-0.47764,10.43633
5.616,1.20189,-1.07380,9.62828
