time,X_value,Y_value,Z_value
0.000,0.00000,0.00000,0.00000
0.000,1.59813,-1.19830,9.26915
0.010,2.18830,-1.04387,10.05206
0.044,1.35512,-1.09415,9.80186
0.079,1.84593,-1.06303,9.85453
0.114,1.98599,-1.12049,9.82461
0.149,1.94529,-0.92895,9.72405
0.184,1.83635,-1.12168,9.60673
0.218,1.92135,-0.89783,9.57920
0.254,1.94409,-1.01394,9.62589
0.290,1.87466,-0.89064,9.66420
0.324,1.80523,-1.01035,9.69053
0.359,1.93092,-1.01873,9.81383
0.394,1.87825,-0.97923,9.76954
0.429,1.88184,-0.82839,9.68335
0.464,1.94888,-1.00437,9.77672
0.499,1.89142,-1.27372,9.89524
0.537,1.98240,-1.08098,9.86052
0.570,2.10450,-0.96726,9.56843
0.605,2.01472,-1.14203,9.91080
0.639,1.92374,-1.00556,9.69891
0.676,1.81361,-1.16957,9.47984
0.713,1.95606,-1.26773,9.66539
0.749,2.32357,-1.48201,9.68933
0.784,2.66355,-1.62566,9.77433
0.819,3.25731,-1.98000,10.03170
0.855,4.40413,-2.38822,9.90960
0.890,4.76686,-1.55982,9.56723
0.926,4.46279,-1.44490,9.20571
0.959,3.36385,-0.92656,7.72848
0.994,3.95881,0.40103,8.18338
1.030,2.88382,0.17478,8.00861
1.064,2.42533,0.25857,8.71250
1.099,2.32477,0.44173,8.22648
1.134,2.92452,0.41899,8.10318
1.173,3.47997,0.14844,9.05128
1.204,4.54898,0.42138,8.24084
1.239,5.00268,0.18316,8.72447
1.275,5.41449,0.07302,8.48744
1.310,5.48751,-0.54229,9.13867
1.344,4.46997,-1.04986,10.19331
1.380,4.57532,-0.09936,9.67497
1.416,4.71658,-0.75298,8.87291
1.450,4.84586,-1.13485,9.48583
1.484,5.09127,-0.59137,9.48702
1.519,4.52863,-0.34357,9.08121
1.554,5.34027,0.04549,8.64187
1.600,4.90811,0.79248,8.67180
1.626,3.82593,0.20710,10.12508
1.662,3.79242,0.82480,10.19810
1.695,5.83467,1.63404,11.73518
1.733,3.80080,1.43173,12.12903
1.767,3.42012,1.92973,12.04523
1.805,4.03423,2.37625,13.55118
1.839,1.53947,0.93733,13.05439
1.874,3.31717,1.68193,15.02362
1.911,2.74735,2.03627,12.73476
1.944,1.62207,2.38702,13.09149
1.979,2.55581,3.24414,11.81898
2.018,1.49757,3.54222,11.16177
2.050,0.68833,4.09648,12.31577
2.087,0.07422,4.87100,10.87925
2.119,-0.36871,5.96755,9.88566
2.158,0.48722,5.82270,8.28992
2.189,0.39983,5.50547,8.44555
2.224,0.39983,4.96318,7.29872
2.259,-0.25019,5.11880,5.60483
2.294,-0.21189,4.15394,4.39336
2.330,-0.67756,3.69066,2.82037
2.364,-1.51074,4.23055,1.12288
2.399,-2.12366,4.11683,-1.01155
2.448,-2.85987,4.15035,-2.18950
2.470,-3.25731,4.23774,-3.52307
2.509,-3.68946,3.96001,-4.22337
2.539,-3.93966,3.84748,-5.58328
2.577,-4.67588,3.27527,-6.59243
2.610,-4.73094,3.21422,-7.88770
2.647,-6.10521,2.88980,-10.28429
2.679,-7.95593,2.61207,-14.81532
2.715,-10.66377,3.48835,-19.78090
2.750,-11.45865,3.99233,-22.13799
2.784,-12.59350,4.40533,-25.68021
2.819,-13.06995,4.13479,-28.62268
2.854,-9.41640,-0.22146,-18.70829
2.890,-0.16879,-16.72230,14.78539
2.932,-0.41539,-23.53381,5.79876
2.959,30.70324,-25.90526,14.41549
3.016,2.74376,17.65125,25.02180
3.029,-1.08218,22.17749,1.39821
3.069,-3.73256,3.45244,11.11987
3.099,1.55743,11.67652,10.20169
3.139,2.18830,8.40724,5.24809
3.171,0.24541,9.56603,6.74087
3.205,0.48243,8.04332,5.87178
3.239,0.94092,7.13233,7.07008
3.275,-0.16759,7.08325,4.63158
3.310,0.54588,8.37851,4.68306
3.346,0.87867,7.96192,5.18464
3.379,0.87149,8.46829,5.24570
3.423,0.59017,8.64067,4.48195
3.450,-0.53510,8.36893,4.37660
3.493,0.00838,9.07522,3.80678
3.519,0.28850,8.67539,4.89016
3.558,-0.34477,8.71370,4.02465
3.589,-0.08619,8.94474,3.77805
3.625,-0.39983,8.87531,4.17190
3.659,-0.36990,8.97586,3.74453
3.695,0.09697,8.72926,4.13957
3.730,0.12929,8.97227,4.45800
3.765,-0.24062,8.66342,4.49990
3.799,-0.32322,8.83460,3.65834
3.834,-0.40582,8.43956,3.96480
3.870,-0.14964,7.74405,3.86664
3.912,-0.48004,6.86896,2.76530
3.940,-0.65362,5.59645,2.17872
3.979,-1.33357,3.27168,0.99958
4.009,-0.99958,4.02705,0.31963
4.046,-1.14802,2.56060,1.60052
4.079,-2.64200,2.26611,0.62249
4.115,-2.41096,3.44286,1.67834
4.149,-3.17591,3.54342,3.87023
4.185,-3.94684,5.43005,2.40617
4.219,-4.50110,6.36259,3.04662
4.255,-4.36583,7.05571,4.59447
4.290,-4.92248,6.06451,7.84700
4.325,-6.81869,6.11479,9.44393
4.359,-4.09049,6.63314,10.02452
4.403,-4.55377,4.23774,15.82328
4.430,-2.59771,1.26653,13.41232
4.477,1.66876,-1.36230,17.02277
4.499,1.33477,-3.82354,16.75462
4.539,1.68073,-3.85586,16.76300
4.569,1.75854,-2.78805,14.94461
4.606,0.60334,-3.12922,14.03122
4.639,1.60172,-1.11809,13.17410
4.676,1.60412,-0.94451,12.17452
4.710,0.30047,-1.45448,10.41119
4.745,1.89860,0.16520,10.40161
4.779,0.74579,-0.76614,10.11071
4.815,1.04028,0.11971,9.24401
4.853,0.76136,0.07063,9.32661
4.885,1.03070,-0.28491,9.96347
