time,X_value,Y_value,Z_value
3.320,-3.96121,5.11641,2.45047
3.354,-4.67468,3.46082,7.27718
3.389,-5.40252,2.36188,9.27394
3.425,-4.97755,2.43730,10.03530
3.468,-4.16591,1.27731,11.38084
3.503,-4.02824,0.03352,14.17128
3.534,-5.08768,0.28850,14.53640
3.579,-5.39174,-0.01077,15.28458
3.603,-4.43646,0.56024,14.88116
3.638,-2.90536,0.66918,14.53640
3.674,-2.89698,-0.53750,14.34366
3.710,-0.87388,0.79487,13.04122
3.744,-0.05387,0.14605,13.37042
3.778,-0.92536,-0.05746,11.73638
3.813,0.09936,-0.09936,10.88763
3.856,-0.29688,-0.31364,10.85292
3.884,-0.45610,-0.05986,10.29267
3.937,0.01437,0.08619,10.63983
3.954,0.47764,0.28132,10.28549
3.992,0.99479,0.23822,10.83257
4.023,0.98402,0.57940,10.60392
4.059,0.85114,1.07141,10.30464
4.094,0.68115,1.07380,10.15381
4.138,0.88466,0.52313,9.96347
4.163,0.67277,0.13408,9.70729
4.198,0.77812,-0.52553,9.88207
4.233,0.76614,-0.32561,9.58519
4.269,0.58778,-0.38188,9.78869
4.304,0.48602,-0.45849,9.64983
4.352,0.51954,-0.39504,9.87967
4.374,0.35793,-0.47046,10.15141
4.414,0.26097,-0.46088,10.21845
4.443,0.35913,-0.36990,10.18015
4.486,0.61651,-0.40223,10.03649
4.513,0.65841,-0.53870,10.14902
4.550,0.58299,-0.59256,9.87967
4.584,0.34357,-0.50518,9.89284
4.618,0.47285,-0.50159,9.82820
4.656,0.58897,-0.50637,9.98502
4.691,0.56144,-0.42258,9.85573
4.724,0.59616,-0.30646,9.84975
4.758,0.89423,-0.35434,9.99579
4.794,1.23900,-0.41779,10.25915
4.836,0.55067,-0.47525,10.08318
4.864,0.27414,-0.76734,8.44674
4.897,1.62447,-0.81403,9.73842
4.932,2.02071,-0.81163,11.28028
