time,X_value,Y_value,Z_value
2.696,-2.95205,8.42759,4.11444
2.733,-2.42772,9.67138,3.52067
2.767,-1.73220,9.03452,4.27126
2.802,-2.16077,9.20930,4.05458
2.836,-2.45406,8.98424,3.69306
2.883,-1.91536,9.05727,3.71221
2.917,-2.40498,8.89685,3.63320
2.951,-2.27449,9.26436,3.08373
2.988,-1.92973,8.77714,3.20105
3.023,-2.03387,9.07522,3.29801
3.058,-2.15957,8.99382,3.12802
3.092,-1.70587,9.10635,3.25372
3.127,-1.86748,8.98544,3.64278
3.170,-2.07458,9.34337,3.07535
3.201,-1.49039,9.19852,3.84030
3.237,-1.83156,9.36612,3.50032
3.271,-1.88783,9.02375,3.04064
3.307,-1.88783,8.55688,3.15436
3.341,-1.59693,8.57244,2.61207
3.379,-1.75256,7.56687,2.38582
3.417,-1.98599,5.19422,0.59496
3.447,-1.41378,3.78523,-0.16281
3.481,-0.63327,1.66397,-0.79368
3.517,-1.19231,0.66439,-0.67277
3.551,-0.57700,1.63644,-0.23104
3.591,-1.17436,1.50595,0.83318
3.627,-2.00395,3.89776,1.50476
3.661,-2.40378,3.81875,0.26815
3.716,-4.05578,5.48392,5.96755
3.746,-3.25492,4.64475,5.20380
3.772,-3.15077,1.33237,9.32661
3.801,-0.93374,-2.34153,16.71991
3.840,1.29646,-6.29076,20.66435
3.871,1.91895,-4.72137,20.87265
3.910,3.83551,-4.62201,21.14320
3.941,3.26689,-5.05655,19.12728
3.977,3.98275,-2.62764,17.89187
4.016,3.09570,-2.66594,15.67604
4.051,4.08331,-1.66158,13.71997
4.087,4.02106,-1.91895,12.53365
4.127,3.76009,-2.10091,10.90200
4.156,3.93367,-1.29287,10.03769
4.194,3.85227,-0.84276,9.66539
4.228,4.12880,-0.56024,9.20451
4.264,3.66792,-0.08978,7.99304
4.297,3.72179,0.04908,8.29112
4.332,2.59292,-0.33279,8.02417
4.368,2.97719,-0.24301,8.20852
4.403,2.64799,-0.83917,9.10754
4.437,2.62285,-0.72664,8.79031
4.472,2.80122,-0.42976,8.57603
4.508,3.21661,-0.29090,9.16022
4.554,2.77967,0.16161,8.56765
4.576,2.17274,0.64165,8.46350
4.618,2.63721,0.28252,8.80827
4.648,2.93290,0.53032,9.10275
4.689,2.73298,0.56503,9.16381
4.717,2.61327,0.55785,8.86812
4.753,3.21182,0.46448,9.53611
4.787,3.53863,0.23463,9.67856
4.821,3.56138,0.41180,9.42118
4.857,3.73735,0.41061,9.57681
4.893,3.79840,0.19752,9.60554
4.928,4.23415,0.57700,9.26676
4.961,4.03543,0.44412,9.39126
4.997,4.08451,0.59735,9.25838
5.031,4.32153,0.65841,8.99262
5.068,4.34548,0.68235,9.15184
5.123,4.49392,0.45250,9.26795
5.150,4.42209,0.49440,9.08480
5.176,4.81354,0.46328,9.25000
5.208,3.72059,0.67038,8.97347
5.243,3.64038,0.87508,8.82862
5.277,3.20823,0.71826,8.73165
5.311,3.44286,0.41300,8.95431
5.347,3.92649,0.02873,9.60913
5.381,4.06775,0.07901,9.27155
5.417,3.61764,0.50518,8.82742
5.451,3.41293,0.46448,8.94713
5.491,3.33632,1.04387,9.13747
5.530,2.95205,-0.03591,9.70849
5.561,2.85628,-0.16161,9.42717
5.599,3.11007,-0.35554,9.75877
5.636,2.81917,-0.60932,9.90960
5.673,2.68629,-0.51595,9.77433
5.707,2.44089,-0.40462,9.63068
5.742,2.35709,-0.43814,9.62469
5.777,2.51511,-0.36392,9.66180
5.821,2.20267,-0.26815,9.50378
5.859,2.38941,-0.12450,9.57800
5.891,2.27689,-0.11732,9.68814
5.921,2.18830,0.09457,9.78031
5.959,2.33435,0.04070,9.76355
5.992,2.24456,0.03950,9.76595
6.028,2.44328,-0.04549,9.64504
6.061,2.26372,0.03711,9.70729
6.100,2.40976,-0.00838,9.72285
6.131,2.26252,0.12689,9.42358
6.168,2.19309,-0.02993,9.55287
6.207,2.28287,-0.10774,9.61392
6.242,2.38223,-0.01437,9.62349
6.277,2.37265,-0.19273,9.65582
6.316,2.37744,-0.09936,9.68933
6.347,2.28407,-0.11253,9.50737
6.385,2.18830,-0.16520,9.67497
6.416,2.29484,-0.19992,9.70609
6.451,2.06500,-0.30406,9.58279
6.487,2.02789,-0.53271,7.87214
6.526,3.51708,0.09098,9.67138
6.560,2.16316,-0.49321,10.05445
