time,X_value,Y_value,Z_value
2.798,-2.54623,0.53870,-0.32322
2.828,-1.52750,5.13437,1.21266
2.869,-1.65679,-0.75896,1.93332
2.904,0.10056,1.99557,0.70988
2.950,1.75136,-2.24935,0.90621
2.979,7.84101,-2.45885,1.86867
3.015,9.80545,-8.51019,9.77912
3.048,11.36408,-14.81053,2.89339
3.088,16.84441,-15.66287,6.59004
3.120,17.30529,-18.24741,8.61913
3.154,15.04636,-16.27698,5.04458
3.188,15.37676,-15.07509,10.53928
3.225,13.74990,-15.66885,10.26993
3.259,9.58638,-12.53604,5.30675
3.297,3.47279,-12.18529,8.22648
3.334,7.83981,-12.53365,3.89417
3.369,10.36689,-9.13867,11.73398
3.404,10.57519,-7.54892,1.61249
3.449,2.63602,-9.47984,0.85712
3.475,2.03268,-10.12149,-1.88903
3.509,0.70868,-8.94713,0.87867
3.544,1.79326,-8.46590,-0.46926
3.580,1.84713,-9.08240,0.83917
3.614,3.20943,-9.00340,0.59616
3.649,3.60686,-9.01537,0.99599
3.684,3.60686,-9.20211,0.92775
3.720,2.99874,-9.54329,1.13006
3.754,2.47680,-9.53251,0.96367
3.788,1.93811,-9.80545,1.42335
3.824,1.71425,-9.43316,1.58376
3.859,1.52989,-9.02973,1.66397
3.894,1.36948,-9.60434,1.68073
3.931,1.38983,-9.88925,1.92254
3.966,1.31202,-9.88566,2.31878
4.004,0.97923,-9.71567,2.22421
4.039,0.84755,-9.20810,1.95965
4.075,0.64165,-9.59955,2.43251
4.108,0.63207,-9.58638,1.91297
4.145,1.06901,-9.55167,1.84713
4.179,1.42335,-9.81264,2.24935
4.216,1.77769,-9.64863,2.18950
4.249,1.97043,-9.73722,2.06260
4.285,2.08056,-9.61152,1.87586
4.319,2.04225,-9.43316,1.57658
4.361,1.90938,-9.46548,1.35512
4.394,1.89621,-9.51097,1.30963
4.429,1.98838,-9.46069,1.36829
4.465,2.02430,-9.47505,1.35033
4.499,2.01951,-9.56364,1.43054
4.534,1.95606,-9.35175,1.38505
4.569,1.83516,-9.31225,1.41617
4.604,1.72383,-9.54329,1.36829
4.639,1.64482,-9.55885,1.45208
4.674,1.58137,-9.49421,1.52511
4.713,1.48800,-9.58638,1.56940
4.744,1.36350,-9.69771,1.50356
4.779,1.21266,-9.60554,1.55623
4.824,1.16119,-9.65462,1.45448
4.849,1.28928,-9.55287,1.69390
4.884,1.46645,-9.41999,1.82678
4.920,1.49518,-9.40682,1.71784
4.954,1.47842,-9.39365,1.63763
4.992,1.51553,-9.35415,1.52870
5.024,1.63644,-9.57082,1.45328
5.059,1.77530,-9.89164,1.58616
5.094,1.92254,-9.99100,1.54426
5.129,2.00036,-9.53611,1.12288
5.164,2.03507,-9.54089,1.45927
5.200,2.28646,-9.64863,1.40540
5.234,1.99916,-9.39485,1.20069
5.269,2.23379,-9.17219,1.86149
5.306,2.62644,-9.35175,1.81002
5.339,2.27689,-9.91918,1.13246
5.374,1.42096,-9.64624,0.35314
5.414,2.47800,-9.06205,3.88818
5.448,2.98198,-10.03649,-0.15083
