time,X_value,Y_value,Z_value
3.525,1.39941,6.90248,2.80361
3.568,0.82839,9.68455,3.66313
3.606,0.79368,8.22289,3.99353
3.640,0.39863,8.51498,4.36463
3.675,1.18393,8.81904,4.54180
3.712,1.13006,8.31506,4.72855
3.750,0.92057,8.02656,4.55856
3.785,0.62130,8.22528,4.81115
3.825,1.17914,8.11515,4.77045
3.865,0.08619,8.19176,4.03782
3.914,-0.10774,6.37456,2.48039
3.945,0.96127,3.78044,-0.52194
3.985,2.21942,1.62686,-0.78530
4.025,0.34836,1.21865,-2.60968
4.065,-1.21745,2.15358,-2.39181
4.105,-1.88783,-0.41779,1.22823
4.146,-2.71742,2.63362,3.88818
4.185,-4.90333,0.78051,6.73369
4.225,-5.04099,-1.82558,12.49294
4.266,-6.19619,-4.33351,16.61576
4.305,-5.35344,-5.92804,16.69596
4.353,-2.11528,-7.22570,17.47169
4.385,-0.55905,-6.19979,18.61492
4.424,0.83797,-5.78200,16.83124
4.465,0.40821,-5.21577,16.50802
4.505,0.74460,-5.12599,13.89116
4.549,1.07739,-4.19105,13.42190
4.585,1.12408,-4.47357,9.62828
4.620,2.18471,-3.85107,9.51216
4.655,1.93811,-3.88100,8.84298
4.695,1.51314,-3.76249,8.59878
4.730,0.63805,-2.96522,9.27633
4.770,0.24421,-2.84072,8.98424
4.809,0.50757,-2.18351,10.40999
4.848,-1.60412,-1.52750,9.19972
4.885,-0.97923,-0.91459,9.81742
4.925,-0.28371,-0.52313,9.56723
4.969,-0.62608,-1.19112,10.22683
4.996,-0.68594,-1.06781,9.89045
5.036,-0.17238,-1.04746,9.76116
5.069,-0.59735,-1.33956,9.72285
5.107,0.14126,-0.88346,9.79109
5.145,0.28491,-0.90022,9.89045
5.177,0.11253,-0.52672,9.58758
5.210,-0.20351,-0.27054,9.39724
5.245,0.39983,-0.32681,9.67497
5.285,0.34955,-0.23104,9.84975
5.325,0.34955,-0.08978,9.86531
5.364,0.60932,-0.22984,9.39604
5.405,1.33477,-0.27294,10.21845
5.446,0.87508,-0.18435,9.94312
5.476,1.01155,-0.60094,9.44632
5.515,1.02232,-0.62968,10.66976
5.550,1.01035,-0.09697,9.80785
5.592,-0.29568,0.05866,8.53174
5.628,1.07619,-0.59616,10.59674
5.664,0.44412,-0.55785,9.18057
