time,X_value,Y_value,Z_value
3.242,-7.55969,2.84551,-9.23204
3.278,-8.18099,2.49835,-11.23479
3.312,-8.62751,2.87424,-13.60984
3.355,-9.87369,2.59172,-14.56872
3.383,-10.47104,3.53743,-17.49802
3.423,-12.02129,4.93565,-20.21424
3.452,-12.35887,5.60363,-22.03863
3.497,-12.75272,5.97473,-27.25200
3.523,-8.02776,-1.91177,-13.95700
3.557,0.74340,-15.52161,13.82173
3.592,1.88065,-21.43768,2.42652
3.627,34.91464,-18.73343,20.20706
3.664,-3.19506,2.71383,12.33014
3.702,4.29161,16.06270,7.87453
3.737,-0.73263,4.31315,15.32289
3.777,0.46567,10.50456,6.92882
3.807,-1.93332,6.76242,4.86981
3.854,-0.26695,9.47505,5.02663
3.879,0.85353,7.23887,5.05655
3.913,0.72425,7.45435,3.90494
3.947,-0.28611,8.07684,4.21380
3.984,-0.37469,8.00741,4.37540
4.017,-0.69432,8.24683,4.01508
4.053,-0.56503,8.08402,4.38618
4.087,-0.95768,8.92080,3.85706
4.123,-0.76016,9.03213,4.34188
4.158,-0.12570,8.86333,3.94325
4.201,-0.62848,10.44111,3.83551
4.227,-1.21027,10.22085,4.39456
4.268,-1.26174,8.62511,4.71538
4.297,-0.22745,8.60835,4.28203
4.335,-0.60813,8.80587,4.71897
4.367,-0.82480,9.13029,3.92888
4.418,-0.69911,9.28352,3.88818
4.438,-0.77093,8.79151,4.39097
4.475,-0.50159,8.14986,4.24971
4.506,-0.99958,5.87657,2.77488
4.545,-0.77931,5.27802,1.49278
4.577,-0.78769,3.56736,0.40342
4.613,-1.17196,0.76016,-0.35434
4.653,-2.59292,0.85234,-0.44053
4.696,-1.73819,0.91459,-2.23259
4.732,-1.59334,1.87466,0.74939
4.767,-1.63763,3.22260,2.11288
4.802,-2.54504,3.85945,4.41970
4.853,-2.87304,5.10204,5.95677
4.878,-5.94480,3.09091,9.26436
4.912,-4.57412,0.44293,17.39627
4.947,2.10690,-0.08140,22.80118
4.983,5.98311,-1.66158,23.76245
5.018,6.82826,0.03232,22.14756
5.061,6.47392,0.88705,19.09735
5.087,6.17225,1.57658,16.11178
5.123,3.16513,-0.53750,14.50647
5.157,2.54264,-0.18675,12.24634
5.198,2.90656,0.01317,11.96981
5.227,1.93332,0.10894,10.27950
5.263,4.59088,0.40462,10.54885
5.298,3.05261,0.51715,9.87010
5.333,3.57095,1.41737,9.70849
5.367,3.51229,1.75615,9.51695
5.403,2.69108,1.38983,9.56723
5.438,2.03866,1.52152,8.94115
5.473,2.82037,1.75256,9.21049
5.507,2.49236,1.83156,9.00699
5.558,2.24816,1.99078,7.94396
5.578,2.17034,2.39660,7.68419
5.613,2.53067,2.45765,7.95952
5.647,2.68390,2.63721,7.74285
5.683,2.29484,3.31477,7.41604
5.717,2.88022,3.80319,7.72729
5.752,2.48877,3.74693,8.49582
5.786,2.80361,3.39498,8.28394
5.823,3.08253,3.24893,8.24683
5.859,3.02867,3.04183,8.52456
5.893,3.44166,3.06578,8.84179
5.927,2.97240,3.27646,8.52096
5.962,3.48237,3.26449,8.80827
5.997,2.80122,3.01550,9.02734
6.032,2.90297,3.07894,9.16979
6.067,2.97120,2.85748,9.40203
6.103,2.89818,2.82516,9.49540
6.138,2.84671,2.56419,9.64384
6.173,3.13760,2.41336,9.55526
6.207,3.20943,2.42413,9.48463
6.243,2.86945,2.48279,9.53850
6.278,3.13640,1.97881,8.97706
6.312,3.09331,2.13443,9.53012
6.347,2.91255,1.75016,9.40323
6.383,2.98916,2.03268,9.01297
6.418,2.92811,1.89022,9.13148
6.453,3.33632,1.83875,9.29070
6.487,3.00712,1.88903,9.48702
6.522,2.65876,1.90459,9.71926
6.557,2.92811,2.09373,9.37569
6.604,2.72460,2.10809,9.43435
6.627,2.84790,1.91776,9.46069
6.663,2.87065,1.97641,9.09198
6.698,3.15077,1.86867,8.64786
6.738,3.40695,1.86389,9.14705
6.773,3.19506,1.86389,8.98424
6.807,3.28604,2.05662,8.93277
6.842,3.28963,2.00036,9.12191
6.878,3.45244,2.04106,9.33858
6.923,3.30160,2.11049,9.38168
6.954,3.26090,2.09134,9.49780
6.982,3.71101,2.12126,9.25000
7.018,3.64038,1.95965,7.61835
7.051,3.95402,2.22182,9.41999
7.087,3.89537,1.90459,9.61511
7.121,3.04064,1.92135,8.86812
