time,X_value,Y_value,Z_value
5.076,-0.08260,-7.40886,9.62828
5.111,0.09457,-7.36097,8.81066
5.146,0.32561,-6.72052,8.50899
5.189,0.77452,-6.06092,9.36013
5.216,0.01197,-5.66708,9.04649
5.256,0.23942,-4.14915,8.34499
5.285,0.75178,-4.00191,8.58680
5.324,0.42497,-3.52307,8.11036
5.357,0.31484,-2.65278,7.59201
5.392,0.63686,-2.28167,8.00621
5.426,0.55665,-2.12126,8.34978
5.461,0.75058,-1.53827,8.68856
5.496,-0.14724,-1.56102,8.46470
5.531,0.14485,-1.30843,8.99502
5.566,0.02634,-1.40181,9.68335
5.602,0.15323,-1.24977,9.53970
5.637,0.09816,-1.21266,9.69652
5.691,0.41420,-1.28329,10.04727
5.705,0.29688,-1.68791,9.79588
5.741,0.07183,-1.66636,10.12987
5.776,0.13886,-1.69869,9.80904
5.826,0.59137,-1.38624,9.90242
5.846,0.36033,-1.78129,10.00058
5.883,0.31364,-1.40061,9.67377
5.916,0.34836,-1.53827,9.84975
5.954,0.54348,-1.54067,9.80785
5.986,0.20231,-1.50476,9.78869
6.021,0.35075,-1.34195,9.84975
6.056,0.15323,-1.56102,10.01614
6.091,0.58538,-1.33357,9.90840
6.126,0.36751,-1.54665,9.76475
6.162,0.52553,-1.31801,9.92636
6.196,0.70988,-1.49757,9.80665
6.241,0.54229,-1.50595,9.78989
6.271,0.46448,-1.43532,9.83538
6.308,0.63446,-1.46645,9.74799
6.341,0.67876,-1.35751,9.74679
6.376,0.47405,-1.41018,9.89524
6.411,0.39265,-1.29407,9.61033
6.452,0.63686,-1.40779,9.83658
6.486,0.70988,-1.44370,10.02213
6.521,0.59496,-1.38744,9.74440
6.556,0.59975,-1.30604,9.76954
6.594,0.79727,-1.44610,9.98741
6.625,0.74460,-1.57060,9.98861
6.662,0.54827,-1.35991,9.56364
6.696,0.73023,-1.53349,10.18254
6.731,0.67157,-1.50595,9.84855
6.765,0.68235,-1.36829,9.70849
6.802,0.08739,-1.31561,10.08558
6.836,1.59214,-1.88663,10.01495
6.870,1.44490,-1.21985,9.47625
